Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-10157,2025-12-05,2025-12-06,CUST-711,Customer_243,Corporate,India,Nagpur,Maharashtra,Central,Technology,Accessories,Accessories Product 84,5035.47,2,0.15,819.1
ORD-10158,2025-11-28,2025-12-02,CUST-132,Customer_294,Home Office,India,Mumbai,Maharashtra,West,Office Supplies,Paper,Paper Product 15,2640.63,10,0.15,-88.46
ORD-10159,2025-09-18,2025-09-26,CUST-993,Customer_32,Home Office,India,Mumbai,Maharashtra,West,Furniture,Tables,Tables Product 18,6339.83,7,0.05,536.79
ORD-10160,2025-06-29,2025-07-05,CUST-659,Customer_182,Home Office,India,Pune,Maharashtra,West,Office Supplies,Paper,Paper Product 99,7929.61,6,0.05,847.27
ORD-10161,2024-10-31,2024-11-05,CUST-821,Customer_107,Home Office,India,Nagpur,Maharashtra,Central,Technology,Phones,Phones Product 91,4257.2,5,0.05,1377.92
ORD-10162,2025-11-23,2025-11-30,CUST-504,Customer_177,Consumer,India,Chennai,Tamil Nadu,South,Furniture,Tables,Tables Product 38,8451.27,5,0.1,-381.63
ORD-10163,2024-08-07,2024-08-11,CUST-947,Customer_276,Corporate,India,Patna,Bihar,East,Office Supplies,Binders,Binders Product 120,5260.82,8,0.1,1243.14
ORD-10164,2025-06-27,2025-07-01,CUST-753,Customer_120,Consumer,India,Bhopal,Madhya Pradesh,Central,Technology,Copiers,Copiers Product 13,11139.28,4,0.05,-859.46
ORD-10165,2024-06-10,2024-06-17,CUST-768,Customer_244,Corporate,India,Chennai,Tamil Nadu,South,Office Supplies,Paper,Paper Product 84,1598.12,3,0.0,533.83
ORD-10166,2024-02-08,2024-02-11,CUST-527,Customer_91,Consumer,India,Pune,Maharashtra,West,Furniture,Tables,Tables Product 108,9723.88,2,0.2,43.75
ORD-10167,2025-08-04,2025-08-06,CUST-443,Customer_146,Corporate,India,Chennai,Tamil Nadu,South,Technology,Copiers,Copiers Product 83,14435.76,5,0.0,-1383.38
ORD-10168,2025-04-14,2025-04-19,CUST-835,Customer_96,Consumer,India,Bengaluru,Karnataka,South,Office Supplies,Paper,Paper Product 95,4165.27,2,0.1,-111.95
ORD-10169,2025-02-19,2025-02-26,CUST-627,Customer_168,Consumer,India,Nagpur,Maharashtra,Central,Office Supplies,Appliances,Appliances Product 52,11383.51,3,0.2,3247.33
ORD-10170,2024-08-29,2024-09-06,CUST-871,Customer_137,Corporate,India,Kolkata,West Bengal,East,Technology,Accessories,Accessories Product 39,4921.66,4,0.0,85.41
ORD-10171,2024-06-12,2024-06-19,CUST-802,Customer_258,Home Office,India,Patna,Bihar,East,Office Supplies,Paper,Paper Product 99,10422.25,1,0.0,1140.48
ORD-10172,2025-05-04,2025-05-07,CUST-565,Customer_311,Corporate,India,Bhopal,Madhya Pradesh,Central,Office Supplies,Paper,Paper Product 54,5576.4,4,0.05,1844.74
ORD-10173,2025-12-21,2025-12-27,CUST-179,Customer_289,Consumer,India,Bengaluru,Karnataka,South,Technology,Copiers,Copiers Product 8,11345.62,2,0.2,1146.32
ORD-10174,2025-08-20,2025-08-28,CUST-193,Customer_262,Corporate,India,Mumbai,Maharashtra,West,Technology,Accessories,Accessories Product 104,12831.84,8,0.0,2645.06
ORD-10175,2025-11-19,2025-11-24,CUST-840,Customer_12,Corporate,India,Patna,Bihar,East,Technology,Copiers,Copiers Product 33,6289.83,10,0.0,952.65
ORD-10176,2024-03-02,2024-03-04,CUST-583,Customer_17,Corporate,India,Kolkata,West Bengal,East,Office Supplies,Binders,Binders Product 53,774.82,6,0.0,111.2
ORD-10177,2025-01-26,2025-02-03,CUST-990,Customer_194,Corporate,India,Mumbai,Maharashtra,West,Office Supplies,Appliances,Appliances Product 11,9723.62,7,0.1,3372.01
ORD-10178,2024-08-16,2024-08-17,CUST-874,Customer_12,Corporate,India,Pune,Maharashtra,West,Technology,Phones,Phones Product 60,14893.42,7,0.2,-635.86
ORD-10179,2024-04-25,2024-04-26,CUST-928,Customer_339,Corporate,India,Chennai,Tamil Nadu,South,Technology,Phones,Phones Product 79,6963.32,3,0.1,-105.73
ORD-10180,2025-12-21,2025-12-22,CUST-350,Customer_23,Corporate,India,Kolkata,West Bengal,East,Technology,Phones,Phones Product 57,1603.36,1,0.15,270.97
ORD-10181,2025-08-12,2025-08-18,CUST-691,Customer_307,Home Office,India,Mumbai,Maharashtra,West,Technology,Phones,Phones Product 105,7608.05,5,0.05,2032.14
ORD-10182,2024-10-08,2024-10-09,CUST-670,Customer_303,Home Office,India,Bhopal,Madhya Pradesh,Central,Furniture,Chairs,Chairs Product 117,14786.86,9,0.05,1273.18
ORD-10183,2024-11-22,2024-11-29,CUST-518,Customer_77,Corporate,India,Pune,Maharashtra,West,Office Supplies,Paper,Paper Product 49,798.57,6,0.15,202.53
ORD-10184,2025-07-29,2025-08-05,CUST-526,Customer_286,Home Office,India,Pune,Maharashtra,West,Technology,Phones,Phones Product 18,4580.97,3,0.15,1427.58
ORD-10185,2024-04-04,2024-04-08,CUST-152,Customer_138,Corporate,India,Bengaluru,Karnataka,South,Furniture,Chairs,Chairs Product 87,5020.92,2,0.15,1411.93
ORD-10186,2024-12-06,2024-12-11,CUST-115,Customer_109,Consumer,India,Kolkata,West Bengal,East,Technology,Copiers,Copiers Product 95,10892.15,9,0.05,1260.52
ORD-10187,2025-07-19,2025-07-25,CUST-894,Customer_145,Corporate,India,Patna,Bihar,East,Technology,Copiers,Copiers Product 60,9105.58,4,0.15,2839.18
ORD-10188,2025-04-25,2025-05-01,CUST-308,Customer_190,Corporate,India,Nagpur,Maharashtra,Central,Furniture,Tables,Tables Product 53,7740.97,8,0.15,-430.6
ORD-10189,2025-03-03,2025-03-08,CUST-256,Customer_101,Corporate,India,Kolkata,West Bengal,East,Office Supplies,Binders,Binders Product 30,341.68,9,0.2,54.88
ORD-10190,2025-05-15,2025-05-23,CUST-571,Customer_87,Home Office,India,Bengaluru,Karnataka,South,Furniture,Storage,Storage Product 102,9853.66,6,0.1,2399.49
ORD-10191,2024-03-01,2024-03-02,CUST-959,Customer_39,Home Office,India,Bhopal,Madhya Pradesh,Central,Technology,Copiers,Copiers Product 7,8243.54,3,0.2,2849.34
ORD-10192,2025-04-11,2025-04-17,CUST-161,Customer_317,Home Office,India,Patna,Bihar,East,Technology,Copiers,Copiers Product 86,3548.36,3,0.0,-5.59
ORD-10193,2024-10-08,2024-10-13,CUST-117,Customer_258,Home Office,India,Chennai,Tamil Nadu,South,Technology,Phones,Phones Product 87,8029.97,7,0.0,-742.56
ORD-10194,2024-09-15,2024-09-21,CUST-373,Customer_204,Consumer,India,Bengaluru,Karnataka,South,Technology,Phones,Phones Product 48,7913.34,4,0.05,1415.71
ORD-10195,2024-03-23,2024-03-24,CUST-195,Customer_208,Corporate,India,Chennai,Tamil Nadu,South,Office Supplies,Binders,Binders Product 49,14854.47,4,0.1,3087.04
ORD-10196,2025-10-22,2025-10-28,CUST-679,Customer_49,Home Office,India,Bengaluru,Karnataka,South,Office Supplies,Binders,Binders Product 118,10572.39,2,0.15,2964.48
ORD-10197,2024-03-17,2024-03-22,CUST-656,Customer_289,Home Office,India,Kolkata,West Bengal,East,Technology,Copiers,Copiers Product 5,13324.56,8,0.1,-1053.27
ORD-10198,2025-07-31,2025-08-04,CUST-680,Customer_200,Home Office,India,Pune,Maharashtra,West,Technology,Phones,Phones Product 115,8846.84,7,0.0,306.76
ORD-10199,2024-12-20,2024-12-21,CUST-200,Customer_224,Consumer,India,Nagpur,Maharashtra,Central,Office Supplies,Binders,Binders Product 108,11878.42,2,0.2,2796.84
ORD-10200,2024-10-06,2024-10-14,CUST-602,Customer_117,Corporate,India,Patna,Bihar,East,Office Supplies,Appliances,Appliances Product 71,14327.39,7,0.1,-1241.73
ORD-10201,2024-10-29,2024-11-02,CUST-830,Customer_38,Consumer,India,Chennai,Tamil Nadu,South,Technology,Copiers,Copiers Product 35,8829.54,7,0.0,2185.09
ORD-10202,2024-04-03,2024-04-04,CUST-415,Customer_228,Corporate,India,Pune,Maharashtra,West,Office Supplies,Appliances,Appliances Product 98,2398.73,7,0.1,149.48
ORD-10203,2025-02-21,2025-02-23,CUST-126,Customer_46,Corporate,India,Bhopal,Madhya Pradesh,Central,Technology,Phones,Phones Product 71,2892.14,8,0.2,432.76
ORD-10204,2025-07-26,2025-07-30,CUST-685,Customer_267,Consumer,India,Patna,Bihar,East,Furniture,Chairs,Chairs Product 88,4448.53,7,0.0,1006.17
ORD-10205,2025-03-21,2025-03-26,CUST-531,Customer_154,Corporate,India,Bengaluru,Karnataka,South,Technology,Accessories,Accessories Product 101,4586.86,8,0.05,-328.1
ORD-10206,2025-04-13,2025-04-15,CUST-238,Customer_156,Consumer,India,Patna,Bihar,East,Furniture,Chairs,Chairs Product 51,10841.4,8,0.2,1924.36
ORD-10207,2025-09-09,2025-09-13,CUST-590,Customer_161,Consumer,India,Nagpur,Maharashtra,Central,Furniture,Tables,Tables Product 51,5087.57,10,0.05,179.06
ORD-10208,2024-10-14,2024-10-21,CUST-473,Customer_59,Home Office,India,Nagpur,Maharashtra,Central,Office Supplies,Appliances,Appliances Product 26,9530.25,10,0.05,444.57
ORD-10209,2025-12-10,2025-12-12,CUST-938,Customer_210,Home Office,India,Mumbai,Maharashtra,West,Office Supplies,Paper,Paper Product 64,14150.33,4,0.15,3664.35
ORD-10210,2025-09-04,2025-09-12,CUST-696,Customer_206,Home Office,India,Pune,Maharashtra,West,Technology,Accessories,Accessories Product 65,9914.08,7,0.15,-661.42
ORD-10211,2024-03-28,2024-03-30,CUST-887,Customer_128,Home Office,India,Bengaluru,Karnataka,South,Furniture,Storage,Storage Product 86,13442.97,9,0.2,2516.27
ORD-10212,2025-03-16,2025-03-18,CUST-110,Customer_51,Corporate,India,Bhopal,Madhya Pradesh,Central,Office Supplies,Appliances,Appliances Product 29,760.02,7,0.1,254.28
ORD-10213,2024-01-26,2024-02-03,CUST-207,Customer_152,Corporate,India,Pune,Maharashtra,West,Furniture,Tables,Tables Product 118,6999.64,10,0.2,-225.14
ORD-10214,2025-06-17,2025-06-25,CUST-456,Customer_244,Consumer,India,Kolkata,West Bengal,East,Office Supplies,Binders,Binders Product 57,5290.1,6,0.15,1337.98
ORD-10215,2025-10-25,2025-10-27,CUST-793,Customer_85,Home Office,India,Chennai,Tamil Nadu,South,Technology,Accessories,Accessories Product 32,765.78,2,0.0,216.05
ORD-10216,2025-10-06,2025-10-09,CUST-290,Customer_328,Home Office,India,Mumbai,Maharashtra,West,Furniture,Storage,Storage Product 56,6452.9,8,0.05,1671.24
ORD-10217,2024-01-05,2024-01-09,CUST-310,Customer_143,Home Office,India,Bengaluru,Karnataka,South,Office Supplies,Appliances,Appliances Product 104,13258.15,8,0.2,1236.97
ORD-10218,2025-11-17,2025-11-25,CUST-640,Customer_328,Corporate,India,Kolkata,West Bengal,East,Office Supplies,Binders,Binders Product 77,5550.32,4,0.15,-270.41
ORD-10219,2025-11-20,2025-11-25,CUST-729,Customer_303,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Binders,Binders Product 87,5284.08,8,0.2,-118.17
ORD-10220,2025-06-07,2025-06-14,CUST-528,Customer_306,Consumer,India,Pune,Maharashtra,West,Technology,Phones,Phones Product 74,4650.16,3,0.1,986.05
ORD-10221,2024-10-22,2024-10-25,CUST-291,Customer_162,Corporate,India,Chennai,Tamil Nadu,South,Technology,Accessories,Accessories Product 80,9568.97,3,0.2,-238.37
ORD-10222,2025-05-21,2025-05-28,CUST-801,Customer_252,Corporate,India,Patna,Bihar,East,Technology,Accessories,Accessories Product 91,2134.37,7,0.2,272.02
ORD-10223,2024-08-18,2024-08-23,CUST-272,Customer_235,Home Office,India,Chennai,Tamil Nadu,South,Technology,Phones,Phones Product 96,8524.43,4,0.1,-727.02
ORD-10224,2024-02-12,2024-02-20,CUST-659,Customer_112,Corporate,India,Bengaluru,Karnataka,South,Office Supplies,Binders,Binders Product 14,4091.54,9,0.1,588.85
ORD-10225,2024-04-30,2024-05-04,CUST-314,Customer_302,Home Office,India,Pune,Maharashtra,West,Technology,Accessories,Accessories Product 45,4015.95,2,0.15,1162.14
ORD-10226,2025-06-29,2025-07-04,CUST-711,Customer_276,Consumer,India,Bengaluru,Karnataka,South,Office Supplies,Binders,Binders Product 42,11794.25,4,0.0,1846.19
ORD-10227,2025-02-25,2025-02-26,CUST-383,Customer_336,Consumer,India,Nagpur,Maharashtra,Central,Office Supplies,Paper,Paper Product 90,14290.72,9,0.0,-557.12
ORD-10228,2025-08-14,2025-08-19,CUST-742,Customer_213,Corporate,India,Mumbai,Maharashtra,West,Technology,Copiers,Copiers Product 58,4899.24,4,0.15,589.17
ORD-10229,2024-12-01,2024-12-02,CUST-989,Customer_48,Home Office,India,Kolkata,West Bengal,East,Furniture,Storage,Storage Product 59,11272.06,6,0.15,3692.89
ORD-10230,2024-11-26,2024-12-01,CUST-445,Customer_281,Home Office,India,Bhopal,Madhya Pradesh,Central,Office Supplies,Paper,Paper Product 17,3345.67,7,0.05,410.25
ORD-10231,2024-06-10,2024-06-18,CUST-567,Customer_1,Corporate,India,Chennai,Tamil Nadu,South,Office Supplies,Binders,Binders Product 26,784.55,8,0.0,-34.59
ORD-10232,2025-11-11,2025-11-14,CUST-153,Customer_203,Home Office,India,Pune,Maharashtra,West,Technology,Accessories,Accessories Product 40,1490.77,6,0.1,-93.79
ORD-10233,2024-05-15,2024-05-19,CUST-631,Customer_349,Corporate,India,Pune,Maharashtra,West,Office Supplies,Binders,Binders Product 2,10585.1,1,0.05,1212.66
ORD-10234,2024-04-01,2024-04-03,CUST-205,Customer_161,Corporate,India,Patna,Bihar,East,Technology,Accessories,Accessories Product 113,10441.06,8,0.0,31.6
ORD-10235,2024-01-09,2024-01-12,CUST-550,Customer_180,Home Office,India,Bhopal,Madhya Pradesh,Central,Furniture,Chairs,Chairs Product 28,9659.48,3,0.0,1340.05
ORD-10236,2024-05-23,2024-05-25,CUST-703,Customer_197,Corporate,India,Pune,Maharashtra,West,Office Supplies,Appliances,Appliances Product 55,6691.52,4,0.0,2030.65
ORD-10237,2025-09-14,2025-09-19,CUST-897,Customer_14,Home Office,India,Bhopal,Madhya Pradesh,Central,Technology,Accessories,Accessories Product 113,9704.85,4,0.2,1654.19
ORD-10238,2024-09-02,2024-09-10,CUST-495,Customer_58,Consumer,India,Bhopal,Madhya Pradesh,Central,Office Supplies,Appliances,Appliances Product 64,7691.89,7,0.1,1467.43
ORD-10239,2025-11-30,2025-12-03,CUST-881,Customer_242,Consumer,India,Kolkata,West Bengal,East,Furniture,Tables,Tables Product 3,2066.54,10,0.15,133.16
ORD-10240,2025-10-05,2025-10-12,CUST-533,Customer_206,Consumer,India,Kolkata,West Bengal,East,Furniture,Chairs,Chairs Product 82,693.42,1,0.15,88.74
ORD-10241,2025-02-04,2025-02-06,CUST-417,Customer_224,Home Office,India,Pune,Maharashtra,West,Technology,Accessories,Accessories Product 109,1277.42,4,0.05,180.6
ORD-10242,2024-02-26,2024-03-02,CUST-782,Customer_337,Home Office,India,Mumbai,Maharashtra,West,Technology,Phones,Phones Product 23,13876.95,2,0.15,2435.87
ORD-10243,2025-06-19,2025-06-24,CUST-270,Customer_191,Consumer,India,Kolkata,West Bengal,East,Office Supplies,Binders,Binders Product 96,10552.34,3,0.15,3470.21
ORD-10244,2025-12-30,2026-01-01,CUST-608,Customer_234,Home Office,India,Bhopal,Madhya Pradesh,Central,Technology,Accessories,Accessories Product 47,12125.91,5,0.2,-864.06
ORD-10245,2025-11-21,2025-11-23,CUST-333,Customer_261,Consumer,India,Patna,Bihar,East,Office Supplies,Binders,Binders Product 6,5578.55,5,0.0,1687.07
ORD-10246,2024-02-06,2024-02-13,CUST-329,Customer_165,Consumer,India,Kolkata,West Bengal,East,Technology,Accessories,Accessories Product 54,5523.25,3,0.05,1762.04
ORD-10247,2025-06-12,2025-06-13,CUST-510,Customer_36,Corporate,India,Nagpur,Maharashtra,Central,Technology,Copiers,Copiers Product 111,5654.84,9,0.0,-109.11
ORD-10248,2025-07-31,2025-08-05,CUST-857,Customer_319,Consumer,India,Nagpur,Maharashtra,Central,Furniture,Chairs,Chairs Product 60,8341.06,1,0.1,-80.89
ORD-10249,2025-02-23,2025-02-24,CUST-338,Customer_278,Corporate,India,Nagpur,Maharashtra,Central,Technology,Copiers,Copiers Product 82,13516.61,4,0.05,-1312.87
ORD-10250,2024-08-31,2024-09-07,CUST-603,Customer_31,Consumer,India,Patna,Bihar,East,Technology,Copiers,Copiers Product 92,5706.49,5,0.0,-43.73
ORD-10251,2025-01-16,2025-01-24,CUST-865,Customer_44,Home Office,India,Bhopal,Madhya Pradesh,Central,Technology,Phones,Phones Product 13,13469.58,9,0.15,2901.09
ORD-10252,2024-09-24,2024-09-30,CUST-920,Customer_202,Home Office,India,Pune,Maharashtra,West,Technology,Copiers,Copiers Product 107,8560.53,7,0.05,56.05
ORD-10253,2025-08-21,2025-08-23,CUST-259,Customer_55,Consumer,India,Nagpur,Maharashtra,Central,Furniture,Tables,Tables Product 58,3580.81,4,0.05,898.68
ORD-10254,2024-09-28,2024-09-30,CUST-192,Customer_81,Home Office,India,Chennai,Tamil Nadu,South,Furniture,Chairs,Chairs Product 39,8085.28,4,0.15,313.21
ORD-10255,2024-02-20,2024-02-25,CUST-366,Customer_90,Consumer,India,Kolkata,West Bengal,East,Furniture,Chairs,Chairs Product 52,1459.07,4,0.1,114.26
ORD-10256,2024-08-15,2024-08-18,CUST-302,Customer_206,Corporate,India,Bengaluru,Karnataka,South,Technology,Accessories,Accessories Product 88,1618.42,3,0.0,-153.13
ORD-10257,2024-04-04,2024-04-10,CUST-225,Customer_22,Corporate,India,Patna,Bihar,East,Technology,Phones,Phones Product 7,14957.71,4,0.15,3951.59
ORD-10258,2024-08-07,2024-08-10,CUST-381,Customer_144,Corporate,India,Pune,Maharashtra,West,Office Supplies,Paper,Paper Product 114,7492.28,7,0.15,-166.6
ORD-10259,2025-07-17,2025-07-25,CUST-162,Customer_45,Corporate,India,Mumbai,Maharashtra,West,Office Supplies,Appliances,Appliances Product 50,9292.96,5,0.15,793.59
ORD-10260,2025-07-10,2025-07-11,CUST-491,Customer_184,Corporate,India,Pune,Maharashtra,West,Technology,Copiers,Copiers Product 70,13281.32,9,0.05,2441.63
ORD-10261,2025-09-03,2025-09-07,CUST-130,Customer_144,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Appliances,Appliances Product 104,4891.91,5,0.05,-431.82
ORD-10262,2024-09-29,2024-09-30,CUST-882,Customer_113,Home Office,India,Chennai,Tamil Nadu,South,Office Supplies,Binders,Binders Product 109,14612.3,2,0.05,2858.0
ORD-10263,2024-01-29,2024-02-04,CUST-681,Customer_289,Consumer,India,Chennai,Tamil Nadu,South,Technology,Phones,Phones Product 73,3624.61,6,0.1,1128.31
ORD-10264,2025-09-08,2025-09-12,CUST-120,Customer_270,Corporate,India,Pune,Maharashtra,West,Office Supplies,Paper,Paper Product 1,2715.8,1,0.0,-202.94
ORD-10265,2025-08-23,2025-08-26,CUST-892,Customer_57,Home Office,India,Bhopal,Madhya Pradesh,Central,Technology,Accessories,Accessories Product 111,10782.37,6,0.0,-971.91
ORD-10266,2024-11-05,2024-11-11,CUST-239,Customer_81,Home Office,India,Bhopal,Madhya Pradesh,Central,Furniture,Storage,Storage Product 56,14134.66,7,0.2,-770.84
ORD-10267,2025-08-26,2025-08-29,CUST-487,Customer_158,Home Office,India,Chennai,Tamil Nadu,South,Technology,Copiers,Copiers Product 89,14534.27,10,0.1,6.64
ORD-10268,2025-08-04,2025-08-05,CUST-286,Customer_309,Corporate,India,Bhopal,Madhya Pradesh,Central,Technology,Copiers,Copiers Product 118,126.79,10,0.15,35.86
ORD-10269,2024-11-23,2024-11-26,CUST-751,Customer_46,Home Office,India,Mumbai,Maharashtra,West,Furniture,Chairs,Chairs Product 86,5034.41,2,0.05,282.25
ORD-10270,2024-04-20,2024-04-21,CUST-149,Customer_198,Corporate,India,Nagpur,Maharashtra,Central,Technology,Accessories,Accessories Product 94,3224.3,2,0.1,49.96
ORD-10271,2025-05-05,2025-05-09,CUST-266,Customer_232,Consumer,India,Bengaluru,Karnataka,South,Furniture,Tables,Tables Product 103,13238.38,6,0.2,912.21
ORD-10272,2025-01-19,2025-01-22,CUST-849,Customer_39,Home Office,India,Patna,Bihar,East,Technology,Accessories,Accessories Product 115,3990.8,2,0.0,214.76
ORD-10273,2024-06-17,2024-06-24,CUST-260,Customer_28,Consumer,India,Patna,Bihar,East,Office Supplies,Appliances,Appliances Product 43,13409.07,1,0.15,4345.87
ORD-10274,2024-10-31,2024-11-04,CUST-198,Customer_26,Corporate,India,Mumbai,Maharashtra,West,Furniture,Storage,Storage Product 74,8356.28,9,0.1,1648.44
ORD-10275,2025-10-02,2025-10-10,CUST-304,Customer_50,Consumer,India,Bengaluru,Karnataka,South,Technology,Accessories,Accessories Product 27,156.85,2,0.1,42.47
ORD-10276,2025-11-07,2025-11-12,CUST-193,Customer_329,Home Office,India,Pune,Maharashtra,West,Technology,Accessories,Accessories Product 50,12672.16,5,0.15,1418.33
ORD-10277,2024-09-26,2024-09-30,CUST-957,Customer_138,Home Office,India,Pune,Maharashtra,West,Furniture,Tables,Tables Product 8,2880.09,1,0.1,281.91
ORD-10278,2025-08-26,2025-08-30,CUST-666,Customer_32,Corporate,India,Mumbai,Maharashtra,West,Technology,Copiers,Copiers Product 105,5222.49,9,0.15,1759.03
ORD-10279,2024-02-05,2024-02-08,CUST-223,Customer_230,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Binders,Binders Product 22,7196.31,2,0.15,2203.87
ORD-10280,2025-10-04,2025-10-07,CUST-954,Customer_305,Corporate,India,Mumbai,Maharashtra,West,Technology,Phones,Phones Product 41,6408.29,7,0.05,2235.03
ORD-10281,2024-01-13,2024-01-20,CUST-215,Customer_213,Consumer,India,Kolkata,West Bengal,East,Furniture,Storage,Storage Product 19,6020.59,6,0.1,805.91
ORD-10282,2024-09-27,2024-10-04,CUST-770,Customer_249,Home Office,India,Kolkata,West Bengal,East,Office Supplies,Binders,Binders Product 78,11807.61,9,0.1,3483.86
ORD-10283,2025-02-15,2025-02-16,CUST-505,Customer_170,Home Office,India,Bengaluru,Karnataka,South,Technology,Accessories,Accessories Product 31,6104.31,10,0.2,1259.72
ORD-10284,2025-05-18,2025-05-20,CUST-989,Customer_117,Consumer,India,Patna,Bihar,East,Furniture,Tables,Tables Product 39,401.47,5,0.1,10.5
ORD-10285,2025-02-20,2025-02-28,CUST-877,Customer_265,Corporate,India,Chennai,Tamil Nadu,South,Furniture,Storage,Storage Product 106,6309.91,2,0.05,623.25
ORD-10286,2025-06-20,2025-06-21,CUST-277,Customer_99,Consumer,India,Kolkata,West Bengal,East,Technology,Accessories,Accessories Product 108,10672.58,7,0.05,2681.3
ORD-10287,2025-04-20,2025-04-27,CUST-750,Customer_64,Home Office,India,Kolkata,West Bengal,East,Technology,Accessories,Accessories Product 4,853.33,6,0.05,19.87
ORD-10288,2024-12-18,2024-12-21,CUST-957,Customer_133,Home Office,India,Pune,Maharashtra,West,Furniture,Storage,Storage Product 107,6746.94,8,0.2,999.22
ORD-10289,2025-10-24,2025-10-28,CUST-793,Customer_106,Corporate,India,Patna,Bihar,East,Technology,Accessories,Accessories Product 84,839.8,10,0.05,239.93
ORD-10290,2024-01-09,2024-01-13,CUST-358,Customer_312,Corporate,India,Bengaluru,Karnataka,South,Office Supplies,Binders,Binders Product 92,7164.05,3,0.05,1221.57
ORD-10291,2025-06-17,2025-06-24,CUST-698,Customer_53,Consumer,India,Nagpur,Maharashtra,Central,Furniture,Tables,Tables Product 66,6939.07,4,0.15,249.57
ORD-10292,2025-10-17,2025-10-23,CUST-982,Customer_142,Corporate,India,Nagpur,Maharashtra,Central,Furniture,Storage,Storage Product 84,1710.76,2,0.1,589.81
ORD-10293,2024-11-23,2024-11-26,CUST-838,Customer_14,Home Office,India,Bhopal,Madhya Pradesh,Central,Technology,Copiers,Copiers Product 64,11505.57,1,0.2,941.67
ORD-10294,2025-08-08,2025-08-12,CUST-451,Customer_114,Home Office,India,Nagpur,Maharashtra,Central,Furniture,Tables,Tables Product 69,5885.3,1,0.2,1286.71
ORD-10295,2025-04-27,2025-04-30,CUST-858,Customer_133,Home Office,India,Chennai,Tamil Nadu,South,Office Supplies,Paper,Paper Product 104,12696.75,9,0.05,408.87
ORD-10296,2024-12-05,2024-12-11,CUST-366,Customer_300,Corporate,India,Pune,Maharashtra,West,Office Supplies,Binders,Binders Product 60,3411.58,4,0.1,304.36
ORD-10297,2024-07-18,2024-07-20,CUST-988,Customer_349,Corporate,India,Patna,Bihar,East,Technology,Copiers,Copiers Product 68,8795.26,10,0.0,989.46
ORD-10298,2025-08-06,2025-08-14,CUST-246,Customer_162,Home Office,India,Nagpur,Maharashtra,Central,Technology,Phones,Phones Product 24,2146.74,4,0.1,180.62
ORD-10299,2024-10-07,2024-10-11,CUST-879,Customer_87,Home Office,India,Patna,Bihar,East,Furniture,Storage,Storage Product 98,14800.94,6,0.0,-1448.7
ORD-10300,2025-05-03,2025-05-10,CUST-104,Customer_20,Home Office,India,Pune,Maharashtra,West,Technology,Phones,Phones Product 26,9255.75,7,0.15,861.35
ORD-10301,2024-12-18,2024-12-23,CUST-232,Customer_53,Corporate,India,Bhopal,Madhya Pradesh,Central,Furniture,Storage,Storage Product 65,2939.59,1,0.05,5.35
ORD-10302,2025-09-02,2025-09-08,CUST-544,Customer_69,Corporate,India,Bhopal,Madhya Pradesh,Central,Technology,Phones,Phones Product 116,4543.21,5,0.15,1033.69
ORD-10303,2024-05-14,2024-05-18,CUST-851,Customer_12,Home Office,India,Chennai,Tamil Nadu,South,Technology,Phones,Phones Product 65,14226.46,7,0.0,39.67
ORD-10304,2024-09-18,2024-09-19,CUST-708,Customer_25,Home Office,India,Mumbai,Maharashtra,West,Furniture,Storage,Storage Product 14,9793.05,1,0.15,2883.51
ORD-10305,2025-04-30,2025-05-03,CUST-310,Customer_323,Consumer,India,Kolkata,West Bengal,East,Office Supplies,Binders,Binders Product 39,6309.96,7,0.0,923.0
ORD-10306,2024-04-17,2024-04-19,CUST-389,Customer_59,Consumer,India,Bengaluru,Karnataka,South,Office Supplies,Appliances,Appliances Product 64,4122.66,10,0.05,364.74
ORD-10307,2024-02-10,2024-02-18,CUST-312,Customer_247,Corporate,India,Mumbai,Maharashtra,West,Furniture,Storage,Storage Product 31,14599.48,6,0.15,480.44
ORD-10308,2024-04-02,2024-04-04,CUST-840,Customer_52,Corporate,India,Kolkata,West Bengal,East,Office Supplies,Binders,Binders Product 83,13612.51,10,0.15,-447.65
ORD-10309,2024-10-24,2024-10-30,CUST-920,Customer_347,Corporate,India,Pune,Maharashtra,West,Furniture,Tables,Tables Product 55,7017.73,2,0.05,2058.74
ORD-10310,2025-03-24,2025-03-29,CUST-999,Customer_48,Corporate,India,Kolkata,West Bengal,East,Technology,Phones,Phones Product 105,12794.78,3,0.1,779.04
ORD-10311,2025-12-07,2025-12-15,CUST-919,Customer_216,Home Office,India,Bhopal,Madhya Pradesh,Central,Technology,Accessories,Accessories Product 114,6063.73,8,0.1,1674.01
ORD-10312,2025-08-27,2025-09-04,CUST-921,Customer_292,Home Office,India,Mumbai,Maharashtra,West,Technology,Copiers,Copiers Product 57,10923.53,3,0.0,952.67
ORD-10313,2024-04-25,2024-05-02,CUST-551,Customer_24,Consumer,India,Pune,Maharashtra,West,Furniture,Storage,Storage Product 34,529.36,3,0.15,166.31
